wavelength_nm,n,k,region,quality_flag
400,1.8912320506702684,0.051902738236396115,aligned_derived,medium_confidence
401,1.8911204014129084,0.051729797332309736,aligned_derived,medium_confidence
402,1.891009616252908,0.05155808813430679,aligned_derived,medium_confidence
403,1.8908996863075664,0.05138759715510772,aligned_derived,medium_confidence
404,1.8907906028070123,0.05121831110476618,aligned_derived,medium_confidence
405,1.8906823570927895,0.051050216887671696,aligned_derived,medium_confidence
406,1.8905749406157408,0.05088330159815263,aligned_derived,medium_confidence
407,1.8904683449343567,0.05071755251701654,aligned_derived,medium_confidence
408,1.890362561713589,0.05055295710895633,aligned_derived,medium_confidence
409,1.8902575827231793,0.050389503019029724,aligned_derived,medium_confidence
410,1.89015339983577,0.05022717806885092,aligned_derived,medium_confidence
411,1.8900500050255573,0.0500659702537845,aligned_derived,medium_confidence
412,1.8899473903671493,0.049905867740477165,aligned_derived,medium_confidence
413,1.8898455480337164,0.049746858863085865,aligned_derived,medium_confidence
414,1.889744470295398,0.04958893212021264,aligned_derived,medium_confidence
415,1.8896441495183147,0.04943207617264779,aligned_derived,medium_confidence
416,1.8895445781630953,0.04927627984047128,aligned_derived,medium_confidence
417,1.889445748783198,0.049121532099708105,aligned_derived,medium_confidence
418,1.889347654023624,0.04896782207981597,aligned_derived,medium_confidence
419,1.8892502866200225,0.048815139061649054,aligned_derived,medium_confidence
420,1.88915363939697,0.048663472474245,aligned_derived,medium_confidence
421,1.889057705266602,0.04851281189208224,aligned_derived,medium_confidence
422,1.888962477227628,0.04836314703310183,aligned_derived,medium_confidence
423,1.8888679483641588,0.04821446775633597,aligned_derived,medium_confidence
424,1.8887741118441166,0.04806676405894623,aligned_derived,medium_confidence
425,1.88868096091814,0.047920026073993635,aligned_derived,medium_confidence
426,1.8885884889187212,0.0477742440687192,aligned_derived,medium_confidence
427,1.8884966892587516,0.04762940844182692,aligned_derived,medium_confidence
428,1.8884055554302552,0.04748550972102544,aligned_derived,medium_confidence
429,1.8883150810035083,0.04734253856127279,aligned_derived,medium_confidence
430,1.8882252596259939,0.047200485742840144,aligned_derived,medium_confidence
431,1.8881360850210616,0.047059342168695825,aligned_derived,medium_confidence
432,1.8880475509868082,0.0469190988625085,aligned_derived,medium_confidence
433,1.887959651395392,0.04677974696718555,aligned_derived,medium_confidence
434,1.8878723801917796,0.04664127774258319,aligned_derived,medium_confidence
435,1.8877857313925226,0.04650368256329942,aligned_derived,medium_confidence
436,1.8876996990849986,0.046366952917104166,aligned_derived,medium_confidence
437,1.8876142774265157,0.046231080403348196,aligned_derived,medium_confidence
438,1.8875294606430946,0.04609605673067271,aligned_derived,medium_confidence
439,1.8874452430284607,0.04596187371521106,aligned_derived,medium_confidence
440,1.8873616189433948,0.045828523279323116,aligned_derived,medium_confidence
441,1.8872785828147174,0.045695997449673835,aligned_derived,medium_confidence
442,1.887196129134105,0.045564288355260295,aligned_derived,medium_confidence
443,1.8871142524574225,0.045433388225984604,aligned_derived,medium_confidence
444,1.8870329474039576,0.04530328939136098,aligned_derived,medium_confidence
445,1.8869522086553128,0.045173984278490426,aligned_derived,medium_confidence
446,1.886872030954512,0.04504546541046404,aligned_derived,medium_confidence
447,1.8867924091053803,0.04491772540522048,aligned_derived,medium_confidence
448,1.886713337971683,0.04479075697397776,aligned_derived,medium_confidence
449,1.8866348124760863,0.044664552919441734,aligned_derived,medium_confidence
450,1.8865568275994788,0.04453910613451454,aligned_derived,medium_confidence
451,1.8864793783803258,0.04441440960122546,aligned_derived,medium_confidence
452,1.8864024599137288,0.044290456388970334,aligned_derived,medium_confidence
453,1.8863260673505575,0.04416723965305966,aligned_derived,medium_confidence
454,1.8862501958968867,0.044044752633720013,aligned_derived,medium_confidence
455,1.8861748408133068,0.043922988654773024,aligned_derived,medium_confidence
456,1.886099997413908,0.04380194112203071,aligned_derived,medium_confidence
457,1.886025661065703,0.043681603522134814,aligned_derived,medium_confidence
458,1.8859518271880698,0.04356196942164983,aligned_derived,medium_confidence
459,1.885878491251866,0.04344303246554515,aligned_derived,medium_confidence
460,1.8858056487787034,0.04332478637587609,aligned_derived,medium_confidence
461,1.8857332953403736,0.04320722495087289,aligned_derived,medium_confidence
462,1.885661426558289,0.04309034206387592,aligned_derived,medium_confidence
463,1.8855900381025865,0.04297413166187089,aligned_derived,medium_confidence
464,1.8855191256915127,0.042858587764449674,aligned_derived,medium_confidence
465,1.8854486850910064,0.04274370446302203,aligned_derived,medium_confidence
466,1.885378712113906,0.042629475919519495,aligned_derived,medium_confidence
467,1.8853092026192526,0.042515896365208354,aligned_derived,medium_confidence
468,1.8852401525117999,0.04240296009984061,aligned_derived,medium_confidence
469,1.8851715577415018,0.04229066149078259,aligned_derived,medium_confidence
470,1.8851034143027314,0.04217899497171693,aligned_derived,medium_confidence
471,1.885035718233687,0.04206795504168621,aligned_derived,medium_confidence
472,1.8849684656160628,0.04195753626440022,aligned_derived,medium_confidence
473,1.8849016525743107,0.0418477332671525,aligned_derived,medium_confidence
474,1.884835275275017,0.041738540739713545,aligned_derived,medium_confidence
475,1.8847693299264296,0.04162995343357736,aligned_derived,medium_confidence
476,1.884703812778086,0.04152196616123071,aligned_derived,medium_confidence
477,1.884638720120009,0.04141457379499777,aligned_derived,medium_confidence
478,1.8845740482822628,0.04130777126617099,aligned_derived,medium_confidence
479,1.8845097936345467,0.04120155356439004,aligned_derived,medium_confidence
480,1.8844459525856414,0.04109591573673735,aligned_derived,medium_confidence
481,1.8843825215828078,0.04099085288672846,aligned_derived,medium_confidence
482,1.8843194971113335,0.04088636017360845,aligned_derived,medium_confidence
483,1.884256875694207,0.04078243281175086,aligned_derived,medium_confidence
484,1.8841946538914565,0.0406790660696453,aligned_derived,medium_confidence
485,1.8841328282996535,0.04057625526908321,aligned_derived,medium_confidence
486,1.8840713955515849,0.04047399578461159,aligned_derived,medium_confidence
487,1.8840103523158134,0.04037228304277405,aligned_derived,medium_confidence
488,1.883949695296042,0.040271112521186814,aligned_derived,medium_confidence
489,1.8838894212307544,0.04017047974788932,aligned_derived,medium_confidence
490,1.8838295268929095,0.04007038030085638,aligned_derived,medium_confidence
491,1.8837700090893699,0.03997080980707909,aligned_derived,medium_confidence
492,1.8837108646604,0.03987176394184159,aligned_derived,medium_confidence
493,1.8836520904794496,0.039773238428220524,aligned_derived,medium_confidence
494,1.8835936834526559,0.03967522903643559,aligned_derived,medium_confidence
495,1.8835356405183694,0.039577731583030615,aligned_derived,medium_confidence
496,1.8834779586467596,0.039480741930268314,aligned_derived,medium_confidence
497,1.883420634839576,0.03938425598569791,aligned_derived,medium_confidence
498,1.8833636661295947,0.039288269701384826,aligned_derived,medium_confidence
499,1.8833070495802624,0.039192779073210324,aligned_derived,medium_confidence
500,1.883250782285311,0.03909778014043889,aligned_derived,medium_confidence
501,1.8831948613685252,0.03900326898516453,aligned_derived,medium_confidence
502,1.8831392839831858,0.03890924173156762,aligned_derived,medium_confidence
503,1.8830840473117338,0.03881569454536302,aligned_derived,medium_confidence
504,1.8830291485655362,0.03872262363341451,aligned_derived,medium_confidence
505,1.882974584984481,0.03863002524307707,aligned_derived,medium_confidence
506,1.882920353836512,0.03853789566155428,aligned_derived,medium_confidence
507,1.882866452417409,0.03844623121548195,aligned_derived,medium_confidence
508,1.8828128780504736,0.03835502827048782,aligned_derived,medium_confidence
509,1.8827596280861154,0.03826428323050146,aligned_derived,medium_confidence
510,1.88270669990149,0.03817399253724757,aligned_derived,medium_confidence
511,1.8826540909003004,0.03808415266991842,aligned_derived,medium_confidence
512,1.8826017985124301,0.03799476014459142,aligned_derived,medium_confidence
513,1.8825498201935418,0.03790581151365772,aligned_derived,medium_confidence
514,1.88249815342483,0.03781730336540205,aligned_derived,medium_confidence
515,1.8824467957128197,0.03772923232367385,aligned_derived,medium_confidence
516,1.8823957445888773,0.037641595047239226,aligned_derived,medium_confidence
517,1.882344997609,0.03755438822933121,aligned_derived,medium_confidence
518,1.8822945523535275,0.037467608597331815,aligned_derived,medium_confidence
519,1.8822444064269117,0.03738125291230091,aligned_derived,medium_confidence
520,1.8821945574572827,0.03729531796842973,aligned_derived,medium_confidence
521,1.8821450030962472,0.03720980059266167,aligned_derived,medium_confidence
522,1.882095741018678,0.037124697644408226,aligned_derived,medium_confidence
523,1.882046768922339,0.037040006014981856,aligned_derived,medium_confidence
524,1.88199808452763,0.036955722627173726,aligned_derived,medium_confidence
525,1.8819496855773372,0.03687184443494817,aligned_derived,medium_confidence
526,1.8819015698364525,0.03678836842307173,aligned_derived,medium_confidence
527,1.8818537350917413,0.03670529160658983,aligned_derived,medium_confidence
528,1.8818061791515948,0.036622611030488944,aligned_derived,medium_confidence
529,1.88175889984581,0.03654032376943031,aligned_derived,medium_confidence
530,1.8817118950252685,0.03645842692728092,aligned_derived,medium_confidence
531,1.8816651625616914,0.036376917636690605,aligned_derived,medium_confidence
532,1.8816187003474207,0.036295793058833126,aligned_derived,medium_confidence
533,1.8815725062952464,0.036215050383080157,aligned_derived,medium_confidence
534,1.8815265783380466,0.036134686826526194,aligned_derived,medium_confidence
535,1.8814809144285827,0.03605469963367552,aligned_derived,medium_confidence
536,1.8814355125393725,0.03597508607621271,aligned_derived,medium_confidence
537,1.8813903706623736,0.0358958434525763,aligned_derived,medium_confidence
538,1.8813454868087411,0.035816969087592306,aligned_derived,medium_confidence
539,1.8813008590086453,0.035738460332200434,aligned_derived,medium_confidence
540,1.8812564853111085,0.035660314563215015,aligned_derived,medium_confidence
541,1.8812123637836988,0.03558252918286647,aligned_derived,medium_confidence
542,1.881168492512297,0.0355051016185066,aligned_derived,medium_confidence
543,1.8811248696010403,0.03542802932242925,aligned_derived,medium_confidence
544,1.8810814931719813,0.035351309771481876,aligned_derived,medium_confidence
545,1.881038361364911,0.035274940466715504,aligned_derived,medium_confidence
546,1.8809954723371325,0.03519891893315421,aligned_derived,medium_confidence
547,1.8809528242634084,0.03512324271957373,aligned_derived,medium_confidence
548,1.8809104153355662,0.035047909398099,aligned_derived,medium_confidence
549,1.8808682437624025,0.03497291656391982,aligned_derived,medium_confidence
